date,product_line,imp,clicks,spd,order7d,sales7d
12/28/2022,BE,31206,1332,2664,1332,254412
12/28/2022,C,2211270,5449,16347,5449,223409
12/28/2022,E,8717393,16048,16048,16048,7478368
12/28/2022,G,6400829,9778,9778,9778,469344
12/28/2022,M,92038,399,399,399,1197
12/28/2022,O,12994767,5152,5152,5152,1458016
12/28/2022,P,1376714,4216,8432,4216,674560
12/29/2022,BE,529107,1318,5272,1318,60628
12/29/2022,C,3621278,5017,5017,5017,2904843
12/29/2022,E,4282361,10014,10014,10014,3044256
12/29/2022,G,352682,6864,13728,6864,1235520
12/29/2022,M,1038072,1091,1091,1091,44731
12/29/2022,O,1985334,1146,2292,1146,288792
12/29/2022,P,7005532,6851,20553,6851,2939079
12/30/2022,BE,85597,1632,3264,1632,484704
12/30/2022,C,1697887,3744,14976,3744,1108224
12/30/2022,E,6848259,34999,34999,34999,10954687
12/30/2022,G,5996289,6531,13062,6531,3239376
12/30/2022,M,1266412,414,414,414,19458
12/30/2022,O,14609150,18295,36590,18295,12641845
12/30/2022,P,1228821,1704,3408,1704,443040
12/31/2022,BE,189661,1373,4119,1373,127689
12/31/2022,C,3323491,824,824,824,244728
12/31/2022,E,8957314,21364,42728,21364,2499588
12/31/2022,G,2095557,2859,5718,2859,474594
12/31/2022,M,228482,790,790,790,37130
12/31/2022,O,5535036,27024,54048,27024,5485872
12/31/2022,P,7679130,5883,5883,5883,4794645
1/1/2023,BE,37033,23,23,23,3795
1/1/2023,C,322134,2260,6780,2260,133340
1/1/2023,E,996562,5653,11306,5653,859256
1/1/2023,G,412032,873,873,873,254043
1/1/2023,M,65574,308,308,308,2772
1/1/2023,O,1451163,3194,6388,3194,2037772
1/1/2023,P,248870,1022,2044,1022,199290
1/1/2023,N,34569,166,166,166,166
1/2/2023,BE,23576,8,8,8,872
1/2/2023,C,1028688,631,1262,631,157750
1/2/2023,E,842041,2969,5938,2969,1214321
1/2/2023,G,802886,1819,3638,1819,974984
1/2/2023,M,561695,1014,1014,1014,82134
1/2/2023,O,1404453,2140,4280,2140,1241200
1/2/2023,P,405614,1404,1404,1404,902772
1/2/2023,N,15001,1,1,1,1
1/3/2023,BE,33643,20,20,20,5960
1/3/2023,C,549556,923,1846,923,237211
1/3/2023,E,1096385,5372,5372,5372,1573996
1/3/2023,G,450294,1374,2748,1374,721350
1/3/2023,M,151818,272,272,272,10608
1/3/2023,O,1117476,2829,2829,2829,1434303
1/3/2023,P,377431,1552,1552,1552,670464
1/3/2023,N,40987,55,55,55,55
1/4/2023,BE,8109,39,39,39,4017
1/4/2023,C,1176930,1229,1229,1229,253174
1/4/2023,E,1830031,6201,12402,6201,861939
1/4/2023,G,337859,2383,2383,2383,984179
1/4/2023,M,537936,148,148,148,9324
1/4/2023,O,1198451,2665,2665,2665,191880
1/4/2023,P,492237,1037,2074,1037,62220
1/4/2023,N,56941,123,123,123,123
1/5/2023,BE,14313,55,55,55,1210
1/5/2023,C,990464,474,948,474,159264
1/5/2023,E,1838062,6406,6406,6406,2242100
1/5/2023,G,669689,2196,2196,2196,902556
1/5/2023,M,138059,1118,1118,1118,79378
1/5/2023,O,869538,3792,3792,3792,819072
1/5/2023,P,381957,1402,1402,1402,56080
1/5/2023,N,56950,49,49,49,49
1/6/2023,BE,20289,54,54,54,9234
1/6/2023,C,966543,1490,4470,1490,496170
1/6/2023,E,1041000,3135,3135,3135,1059630
1/6/2023,G,620225,926,926,926,48152
1/6/2023,M,270741,245,245,245,14700
1/6/2023,O,1482933,3947,3947,3947,1148577
1/6/2023,P,583352,556,1112,556,151788
1/6/2023,N,50500,24,24,24,24
1/7/2023,BE,11833,56,56,56,1792
1/7/2023,C,621155,1925,5775,1925,400400
1/7/2023,E,898896,3344,3344,3344,909568
1/7/2023,G,823927,1207,1207,1207,570911
1/7/2023,M,536845,641,641,641,10897
1/7/2023,O,1900674,3829,7658,3829,1022343
1/7/2023,P,609539,1125,2250,1125,739125
1/7/2023,N,44188,71,71,71,71
1/8/2023,BE,13337,30,30,30,3630
1/8/2023,C,754492,341,682,341,147653
1/8/2023,E,999223,5166,10332,5166,1312164
1/8/2023,G,859684,1415,1415,1415,307055
1/8/2023,M,151494,60,60,60,2940
1/8/2023,O,982766,3449,6898,3449,1831419
1/8/2023,P,654974,1120,1120,1120,328160
1/8/2023,N,30634,60,60,60,60
1/9/2023,BE,26368,24,24,24,912
1/9/2023,C,1507171,1632,1632,1632,1062432
1/9/2023,E,800776,5651,11302,5651,1356240
1/9/2023,G,803823,1275,1275,1275,1192125
1/9/2023,M,544647,925,925,925,56425
1/9/2023,O,1639620,4116,8232,4116,2551920
1/9/2023,P,543468,444,888,444,114108
1/9/2023,N,66513,165,165,165,165
1/10/2023,BE,10145,4,4,4,68
1/10/2023,C,397261,2214,6642,2214,1222128
1/10/2023,E,1414794,5273,10546,5273,2125019
1/10/2023,G,996371,1163,1163,1163,584989
1/10/2023,M,385169,513,513,513,513
1/10/2023,O,1391414,2638,5276,2638,1337466
1/10/2023,P,576361,620,1240,620,288300
1/10/2023,N,31787,5,5,5,5
1/11/2023,BE,40319,66,66,66,15180
1/11/2023,C,1225225,602,1806,602,55384
1/11/2023,E,1320761,6157,12314,6157,1009748
1/11/2023,G,401467,1601,3202,1601,1383264
1/11/2023,M,243971,888,888,888,38184
1/11/2023,O,1239352,3342,6684,3342,16710
1/11/2023,P,396068,623,623,623,408065
1/12/2023,BE,39942,49,49,49,2156
1/12/2023,C,409934,1255,2510,1255,524590
1/12/2023,E,1812691,3032,3032,3032,1143064
1/12/2023,G,512291,2080,2080,2080,1551680
1/12/2023,M,567988,616,616,616,5544
1/12/2023,O,1429107,4323,4323,4323,2598123
1/12/2023,P,494657,693,1386,693,178101
1/13/2023,BE,9238,1,1,1,232
1/13/2023,C,655043,1915,5745,1915,811960
1/13/2023,E,1365664,6639,13278,6639,1002489
1/13/2023,G,301414,1772,1772,1772,847016
1/13/2023,M,41148,807,807,807,58911
1/13/2023,O,906883,3329,6658,3329,1814305
1/13/2023,P,387655,1436,1436,1436,947760
1/14/2023,BE,2971,23,23,23,6371
1/14/2023,C,683963,1799,1799,1799,336413
1/14/2023,E,1208598,3893,7786,3893,1864747
1/14/2023,G,265376,1919,3838,1919,1226241
1/14/2023,M,493818,1001,1001,1001,77077
1/14/2023,O,2055020,2865,5730,2865,280770
1/14/2023,P,358995,472,472,472,70328
1/14/2023,N,50386,13,13,13,13
1/15/2023,BE,11797,25,25,25,5750
1/15/2023,C,1208426,961,1922,961,215264
1/15/2023,E,1321998,6594,13188,6594,877002
1/15/2023,G,797137,930,1860,930,276210
1/15/2023,M,378987,257,257,257,16191
1/15/2023,O,2052152,2428,2428,2428,1146016
1/15/2023,P,451297,451,902,451,248952
1/16/2023,BE,33147,10,10,10,1900
1/16/2023,C,636465,343,686,343,79233
1/16/2023,E,1013324,4275,8550,4275,1889550
1/16/2023,G,511114,1200,1200,1200,828000
1/16/2023,M,322639,817,817,817,62092
1/16/2023,O,1043661,2278,2278,2278,560388
1/16/2023,P,591843,582,1164,582,319518
1/17/2023,BE,21061,36,36,36,5076
1/17/2023,C,430230,867,2601,867,602565
1/17/2023,E,1917434,5717,5717,5717,182944
1/17/2023,G,462687,2307,4614,2307,735933
1/17/2023,M,571627,1060,1060,1060,64660
1/17/2023,O,775887,2392,4784,2392,1279720
1/17/2023,P,455381,823,1646,823,286404
1/18/2023,BE,33426,37,37,37,6586
1/18/2023,C,844263,1150,1150,1150,136850
1/18/2023,E,1277778,6196,6196,6196,2713848
1/18/2023,G,509974,1265,1265,1265,1052480
1/18/2023,M,525364,1087,1087,1087,72829
1/18/2023,O,1487092,2647,2647,2647,1267913
1/18/2023,P,466827,1487,2974,1487,13383
1/19/2023,BE,35375,6,6,6,264
1/19/2023,C,1429865,542,1084,542,224388
1/19/2023,E,886859,7069,7069,7069,2848807
1/19/2023,G,673150,1369,1369,1369,847411
1/19/2023,M,561476,787,787,787,29119
1/19/2023,O,1957189,4354,8708,4354,2320682
1/19/2023,P,496646,554,554,554,143486
1/20/2023,BE,14036,70,70,70,3150
1/20/2023,C,1410908,1518,3036,1518,528264
1/20/2023,E,1622019,5614,5614,5614,67368
1/20/2023,G,381834,1993,1993,1993,103636
1/20/2023,M,92006,508,508,508,27432
1/20/2023,O,1566923,3178,6356,3178,832636
1/20/2023,P,453573,1310,1310,1310,818750
1/20/2023,N,51240,54,54,54,54
1/21/2023,BE,7964,19,19,19,3648
1/21/2023,C,313757,1609,4827,1609,265485
1/21/2023,E,1438503,4830,4830,4830,1912680
1/21/2023,G,830063,1461,2922,1461,578556
1/21/2023,M,452527,969,969,969,64923
1/21/2023,O,1619316,2752,5504,2752,553152
1/21/2023,P,483713,795,795,795,24645
1/21/2023,N,18632,58,58,58,58
1/22/2023,BE,32551,33,33,33,6303
1/22/2023,C,225263,1264,3792,1264,752080
1/22/2023,E,1387452,5482,5482,5482,2077678
1/22/2023,G,728324,1445,2890,1445,1294720
1/22/2023,M,56994,972,972,972,76788
1/22/2023,O,1360643,1918,1918,1918,707742
1/22/2023,P,520713,1204,1204,1204,109564
1/23/2023,BE,24982,40,40,40,3200
1/23/2023,C,651713,2233,6699,2233,321552
1/23/2023,E,1275246,5213,5213,5213,2278081
1/23/2023,G,278776,1183,1183,1183,794976
1/23/2023,M,304930,628,628,628,15072
1/23/2023,O,890988,3987,3987,3987,1706436
1/23/2023,P,217095,1270,2540,1270,194310
1/24/2023,BE,19432,13,13,13,1105
1/24/2023,C,1484335,731,731,731,141083
1/24/2023,E,1122617,4807,4807,4807,495121
1/24/2023,G,447144,901,901,901,759543
1/24/2023,M,413400,941,941,941,31053
1/24/2023,O,1764890,3465,3465,3465,159390
1/24/2023,P,271074,869,1738,869,582230
1/25/2023,BE,5431,37,37,37,9435
1/25/2023,C,766434,787,1574,787,234526
1/25/2023,E,1032858,6511,13022,6511,3086214
1/25/2023,G,417154,941,941,941,95982
1/25/2023,M,184392,506,506,506,16192
1/25/2023,O,1649117,2076,4152,2076,1235220
1/25/2023,P,658966,772,1544,772,68708
1/26/2023,BE,39433,31,31,31,5084
1/26/2023,C,1405286,1314,1314,1314,403398
1/26/2023,E,1311504,6868,6868,6868,549440
1/26/2023,G,844429,2351,4702,2351,916890
1/26/2023,M,612573,536,536,536,28944
1/26/2023,O,1577399,3571,3571,3571,860611
1/26/2023,P,640434,439,878,439,223890
1/27/2023,BE,17827,15,15,15,2895
1/27/2023,C,563844,1733,5199,1733,663739
1/27/2023,E,1566667,5887,5887,5887,2295930
1/27/2023,G,670345,2220,4440,2220,581640
1/27/2023,M,409854,514,514,514,33410
1/27/2023,O,719371,3622,7244,3622,1713206
1/27/2023,P,505572,404,404,404,116352
1/28/2023,BE,39342,37,37,37,6068
1/28/2023,C,391683,1189,2378,1189,796630
1/28/2023,E,1508915,6323,12646,6323,1922192
1/28/2023,G,636096,1062,2124,1062,149742
1/28/2023,M,61443,878,878,878,76386
1/28/2023,O,1951508,2585,2585,2585,467885
1/28/2023,P,635651,1313,2626,1313,737906
1/29/2023,BE,39045,3,3,3,483
1/29/2023,C,299482,2135,2135,2135,1428315
1/29/2023,E,1588920,5189,5189,5189,378797
1/29/2023,G,460424,1513,3026,1513,523498
1/29/2023,M,239571,1121,1121,1121,52687
1/29/2023,O,2095606,3389,6778,3389,1508105
1/29/2023,P,257960,1321,2642,1321,784674
1/29/2023,N,63776,145,145,145,145
1/30/2023,BE,37820,53,53,53,13727
1/30/2023,C,130812,1660,4980,1660,808420
1/30/2023,E,1954706,3683,7366,3683,1649984
1/30/2023,G,296497,1646,1646,1646,21398
1/30/2023,M,243712,1012,1012,1012,73876
1/30/2023,O,982652,2467,2467,2467,1327246
1/30/2023,P,526640,1079,1079,1079,43160
1/30/2023,N,44262,137,137,137,137
1/31/2023,BE,40783,58,58,58,2146
1/31/2023,C,935078,2195,2195,2195,390710
1/31/2023,E,1087021,4667,9334,4667,396695
1/31/2023,G,760019,837,837,837,765018
1/31/2023,M,131302,74,74,74,5920
1/31/2023,O,1221825,3647,3647,3647,215173
1/31/2023,P,491411,451,902,451,184008
1/31/2023,N,44812,74,74,74,74
2/1/2023,BE,17999,56,56,56,10808
2/1/2023,C,731042,1792,1792,1792,946176
2/1/2023,E,1241598,6723,6723,6723,1223586
2/1/2023,G,1003490,1151,2302,1151,187613
2/1/2023,M,161777,147,147,147,9996
2/1/2023,O,700609,3313,3313,3313,503576
2/1/2023,P,565537,523,1046,523,340996
2/1/2023,N,2985,19,19,19,19
2/2/2023,BE,12053,12,12,12,2616
2/2/2023,C,141802,327,654,327,128511
2/2/2023,E,2059345,6394,6394,6394,2768602
2/2/2023,G,441280,1647,3294,1647,1500417
2/2/2023,M,500635,169,169,169,8788
2/2/2023,O,776062,4067,4067,4067,93541
2/2/2023,P,547842,1404,1404,1404,335556
2/2/2023,N,35646,166,166,166,166
2/3/2023,C,977083,333,666,333,249750
2/3/2023,E,1157174,6523,13046,6523,2635292
2/3/2023,G,831107,1419,1419,1419,1079859
2/3/2023,M,464545,507,507,507,44109
2/3/2023,O,1649058,4151,8302,4151,556234
2/3/2023,P,623869,412,824,412,90228
2/3/2023,N,44545,56,56,56,56
2/4/2023,C,122967,2259,2259,2259,1594854
2/4/2023,E,902952,4336,8672,4336,351216
2/4/2023,G,613766,1546,1546,1546,1222886
2/4/2023,M,454268,559,559,559,24037
2/4/2023,O,1293595,3308,6616,3308,191864
2/4/2023,P,564683,1508,1508,1508,28652
2/4/2023,N,44597,186,186,186,186
2/5/2023,C,474983,1621,1621,1621,594907
2/5/2023,E,1921753,5459,5459,5459,1839683
2/5/2023,G,621366,1650,3300,1650,968550
2/5/2023,M,458347,1015,1015,1015,45675
2/5/2023,O,1104979,4066,4066,4066,569240
2/5/2023,P,304323,1474,1474,1474,313962
2/6/2023,C,710191,485,485,485,57715
2/6/2023,E,1628277,6737,13474,6737,1933519
2/6/2023,G,485258,1630,1630,1630,1041570
2/6/2023,M,305287,835,835,835,39245
2/6/2023,O,1600514,3872,7744,3872,2005696
2/6/2023,P,634959,894,894,894,87612
2/7/2023,C,1272533,1276,3828,1276,354728
2/7/2023,E,1432729,4168,8336,4168,746072
2/7/2023,G,619149,2170,4340,2170,1503810
2/7/2023,M,395030,109,109,109,1199
2/7/2023,O,976193,3853,3853,3853,1664496
2/7/2023,P,357244,1365,2730,1365,874965
2/8/2023,C,1458954,747,1494,747,216630
2/8/2023,E,1144266,4100,8200,4100,459200
2/8/2023,G,859592,1351,2702,1351,809249
2/8/2023,M,303452,288,288,288,5184
2/8/2023,O,1678605,2081,4162,2081,574356
2/8/2023,P,580112,1332,2664,1332,430236
2/9/2023,C,1415290,580,1740,580,423400
2/9/2023,E,1330171,3965,3965,3965,523380
2/9/2023,G,575343,1147,2294,1147,840751
2/9/2023,M,356704,1052,1052,1052,74692
2/9/2023,O,1044913,3931,3931,3931,161171
2/9/2023,P,437463,953,953,953,396448
2/10/2023,BE,38428,39,39,39,7956
2/10/2023,C,533517,882,882,882,220500
2/10/2023,E,1548812,6174,6174,6174,1160712
2/10/2023,G,982825,2327,2327,2327,1721980
2/10/2023,M,479916,951,951,951,24726
2/10/2023,O,943803,1955,3910,1955,1108485
2/10/2023,P,377696,509,509,509,98237
2/11/2023,BE,7676,51,51,51,12087
2/11/2023,C,1510818,440,880,440,74360
2/11/2023,E,2067451,3944,7888,3944,1427728
2/11/2023,G,277483,2272,4544,2272,588448
2/11/2023,M,315670,636,636,636,45792
2/11/2023,O,1549782,3905,7810,3905,1558095
2/11/2023,P,433367,1045,1045,1045,262295
2/12/2023,BE,40101,42,42,42,2226
2/12/2023,C,1212181,1291,1291,1291,528019
2/12/2023,E,991137,3860,7720,3860,397580
2/12/2023,G,947646,2134,2134,2134,1658118
2/12/2023,M,438235,452,452,452,24860
2/12/2023,O,1929738,2454,4908,2454,360738
2/12/2023,P,610634,1390,1390,1390,674150
2/13/2023,BE,20147,9,9,9,126
2/13/2023,C,906569,904,904,904,585792
2/13/2023,E,2030960,4856,4856,4856,1044040
2/13/2023,G,1016717,1989,3978,1989,1911429
2/13/2023,M,31762,881,881,881,59027
2/13/2023,O,1592403,2091,4182,2091,261375
2/13/2023,P,644914,1033,2066,1033,420431
2/14/2023,C,1378995,1482,1482,1482,11856
2/14/2023,E,903340,3689,7378,3689,236096
2/14/2023,G,467094,1334,1334,1334,1169918
2/14/2023,M,50385,911,911,911,45550
2/14/2023,O,1452219,2612,2612,2612,1295552
2/14/2023,P,470567,659,659,659,200995
2/15/2023,C,185612,679,1358,679,330673
2/15/2023,E,830974,3885,3885,3885,1243200
2/15/2023,G,756922,1349,1349,1349,1176328
2/15/2023,M,465292,81,81,81,729
2/15/2023,O,1219285,4244,8488,4244,1667892
2/15/2023,P,553117,627,1254,627,104082
2/15/2023,N,5824,158,158,158,158
2/16/2023,C,240938,907,2721,907,677529
2/16/2023,E,1377204,7027,7027,7027,3309717
2/16/2023,G,374447,1668,1668,1668,705564
2/16/2023,M,497277,745,745,745,43210
2/16/2023,O,2051670,3889,3889,3889,1711160
2/16/2023,P,430552,982,982,982,224878
2/16/2023,N,11586,165,165,165,165
2/17/2023,C,625341,1348,4044,1348,800712
2/17/2023,E,917674,5591,5591,5591,369006
2/17/2023,G,1004226,1953,1953,1953,1583883
2/17/2023,M,196581,324,324,324,2268
2/17/2023,O,1439385,3393,6786,3393,766818
2/17/2023,P,323729,1064,2128,1064,313880
2/17/2023,N,58514,127,127,127,127
2/18/2023,C,1382737,1864,3728,1864,674768
2/18/2023,E,1650443,6076,12152,6076,619752
2/18/2023,G,311995,777,777,777,230769
2/18/2023,M,326564,479,479,479,7664
2/18/2023,O,1381950,1848,1848,1848,888888
2/18/2023,P,274032,410,820,410,117670
2/18/2023,N,18613,66,66,66,66
2/19/2023,C,813832,397,794,397,16674
2/19/2023,E,1519244,4475,4475,4475,881575
2/19/2023,G,781785,1678,1678,1678,1115870
2/19/2023,M,196762,167,167,167,4175
2/19/2023,O,1404279,3887,7774,3887,2032901
2/19/2023,P,520787,947,947,947,504751
2/20/2023,C,776473,1770,1770,1770,361080
2/20/2023,E,1129484,3178,3178,3178,228816
2/20/2023,G,600015,1894,3788,1894,988668
2/20/2023,M,77588,727,727,727,49436
2/20/2023,O,958288,3484,3484,3484,546988
2/20/2023,P,218631,795,795,795,86655
2/21/2023,C,214705,1751,1751,1751,1019082
2/21/2023,E,2034144,6355,6355,6355,305040
2/21/2023,G,625494,1751,3502,1751,1304495
2/21/2023,M,608179,265,265,265,1060
2/21/2023,O,1637661,2055,2055,2055,1202175
2/21/2023,P,274446,788,788,788,345932
2/22/2023,C,131926,274,548,274,132068
2/22/2023,E,818400,6888,6888,6888,123984
2/22/2023,G,430568,2294,4588,2294,2016426
2/22/2023,M,73870,817,817,817,55556
2/22/2023,O,965772,3275,6550,3275,432300
2/22/2023,P,347570,1123,2246,1123,623265
2/23/2023,C,652734,1897,1897,1897,800534
2/23/2023,E,1247446,7041,14082,7041,1239216
2/23/2023,G,467835,2041,4082,2041,440856
2/23/2023,M,527840,799,799,799,40749
2/23/2023,O,975427,2154,2154,2154,187398
2/23/2023,P,264070,1484,2968,1484,103880
2/24/2023,C,364072,2055,4110,2055,854880
2/24/2023,E,966227,4999,9998,4999,1274745
2/24/2023,G,702703,1001,1001,1001,666666
2/24/2023,M,106534,834,834,834,19182
2/24/2023,O,1795922,2139,4278,2139,1007469
2/24/2023,P,221513,747,1494,747,79929
2/25/2023,C,971643,2069,4138,2069,1514508
2/25/2023,E,1940593,6824,13648,6824,2470288
2/25/2023,G,790919,1729,1729,1729,1106560
2/25/2023,M,436206,862,862,862,60340
2/25/2023,O,1078084,1892,3784,1892,1061412
2/25/2023,P,551885,1417,2834,1417,250809
2/26/2023,C,282490,1574,1574,1574,796444
2/26/2023,E,1479466,4560,9120,4560,1746480
2/26/2023,G,1006286,2245,2245,2245,285115
2/26/2023,M,431205,669,669,669,4014
2/26/2023,O,1671072,2795,5590,2795,1565200
2/26/2023,P,434052,851,851,851,478262
2/27/2023,C,413354,1385,4155,1385,58170
2/27/2023,E,970040,4455,4455,4455,699435
2/27/2023,G,306652,1795,3590,1795,1701660
2/27/2023,M,207745,952,952,952,17136
2/27/2023,O,1857024,4111,4111,4111,838644
2/27/2023,P,272529,833,1666,833,241570
2/28/2023,C,1416912,2184,2184,2184,742560
2/28/2023,E,1023328,3970,7940,3970,103220
2/28/2023,G,748945,1819,3638,1819,25466
2/28/2023,M,82564,143,143,143,12012
2/28/2023,O,1104681,3542,3542,3542,1232616
2/28/2023,P,493082,1369,1369,1369,240944
3/1/2023,C,1493901,1200,1200,1200,646800
3/1/2023,E,1285908,6474,12948,6474,375492
3/1/2023,G,651497,994,994,994,578508
3/1/2023,M,493222,238,238,238,2380
3/1/2023,O,1900378,4148,4148,4148,1323212
3/1/2023,P,278030,972,1944,972,347004
3/2/2023,C,236249,900,1800,900,680400
3/2/2023,E,1193991,5462,10924,5462,2561678
3/2/2023,G,490734,1461,2922,1461,1310517
3/2/2023,M,589620,524,524,524,14148
3/2/2023,O,1546736,3458,3458,3458,2130128
3/2/2023,P,264373,734,1468,734,447006
3/3/2023,BE,21162,61,61,61,5917
3/3/2023,C,752458,1857,3714,1857,915501
3/3/2023,E,1580341,4042,4042,4042,2021000
3/3/2023,G,669897,1249,1249,1249,1191546
3/3/2023,M,179291,382,382,382,27886
3/3/2023,O,1530611,3507,7014,3507,1308111
3/3/2023,P,302921,1456,1456,1456,477568
3/4/2023,C,542189,2175,2175,2175,304500
3/4/2023,E,837879,6391,6391,6391,683837
3/4/2023,G,328368,1259,2518,1259,110792
3/4/2023,M,243265,151,151,151,1963
3/4/2023,O,1657707,3991,7982,3991,1791959
3/4/2023,P,550321,885,1770,885,419490
3/5/2023,C,1338511,836,836,836,418000
3/5/2023,E,1081897,5586,11172,5586,703836
3/5/2023,G,935811,1978,3956,1978,1180866
3/5/2023,M,523413,752,752,752,12032
3/5/2023,O,1416477,1880,3760,1880,33840
3/5/2023,P,432162,467,934,467,22416
3/6/2023,C,1020736,234,234,234,127062
3/6/2023,E,1276022,4589,9178,4589,1321632
3/6/2023,G,547311,1144,2288,1144,903760
3/6/2023,M,222657,255,255,255,14790
3/6/2023,O,1667204,3000,3000,3000,1782000
3/6/2023,P,427266,926,926,926,417626
3/7/2023,C,1437540,1947,1947,1947,716496
3/7/2023,E,1843093,3718,7436,3718,501930
3/7/2023,G,981545,1150,2300,1150,424350
3/7/2023,M,618107,216,216,216,15120
3/7/2023,O,2018306,1841,3682,1841,312970
3/7/2023,P,290993,755,1510,755,445450
3/8/2023,C,727095,2072,4144,2072,283864
3/8/2023,E,884694,3359,6718,3359,1692936
3/8/2023,G,964959,2362,4724,2362,1025108
3/8/2023,M,430348,563,563,563,37158
3/8/2023,O,1603903,3261,3261,3261,1203309
3/8/2023,P,272761,1308,2616,1308,520584
3/9/2023,C,1339911,349,349,349,105049
3/9/2023,E,916246,4168,8336,4168,2017312
3/9/2023,G,556155,2240,2240,2240,909440
3/9/2023,M,88155,98,98,98,2842
3/9/2023,O,1375269,3212,3212,3212,1920776
3/9/2023,P,257374,773,1546,773,350942
3/10/2023,C,872617,2159,6477,2159,492252
3/10/2023,E,2103739,5218,5218,5218,2165470
